,geometry,highway,lat,lon,osmid
669,POINT (590289.6037159526 4505386.28826882),,40.694434,-73.9313509,42499465
670,POINT (590303.0173657615 4505304.072405371),,40.693692,-73.931204,42499470
671,POINT (590316.7628414645 4505223.081857588),,40.692961,-73.931053,42499473
672,POINT (590330.0888139793 4505141.86418727),,40.692228,-73.930907,42499477
673,POINT (590343.4995368916 4505060.647574466),,40.691495,-73.93076,42499480
674,POINT (590356.6297905216 4504979.583006851),,40.6907634,-73.9306163,42499483
675,POINT (590369.9810670192 4504898.432336735),,40.690031,-73.93047,42499487
676,POINT (590396.574405133 4504736.140847992),,40.6885663,-73.9301787,42499494
677,POINT (590034.3999808201 4506368.073028151),,40.703305,-73.93423,42499796
678,POINT (590058.8198365161 4506298.313810372),,40.702674,-73.933951,42499797
679,POINT (590197.9314860497 4505982.477356913),,40.699814,-73.93235,42499806
680,POINT (590225.1329253229 4505962.157692992),,40.699628,-73.932031,42499809
681,POINT (590265.7093024801 4505932.896884691),,40.69936,-73.931555,42499813
682,POINT (590289.1559616791 4505915.64042885),,40.699202,-73.93128,42499816
683,POINT (590332.6364201068 4505883.86177114),,40.698911,-73.93077,42499820
684,POINT (590353.861093118 4505868.687908281),,40.698772,-73.930521,42499826
685,POINT (590449.4962458157 4505754.94381177),,40.697737,-73.9294056,42499827
686,POINT (590458.3810384378 4505744.91567649),,40.6976457,-73.9293019,42499828
687,POINT (590550.1847372294 4505637.265694947),,40.696666,-73.928231,42499829
688,POINT (590633.7778342072 4505580.10977341),,40.696142,-73.92725,42499830
689,POINT (590697.8121524741 4505533.151938844),,40.695712,-73.926499,42499831
690,POINT (590761.6742326825 4505486.525600325),,40.695285,-73.92575,42499833
691,POINT (590826.0481358158 4505439.572984084),,40.694855,-73.924995,42499834
692,POINT (590953.6918451132 4505346.321977963),,40.694001,-73.923498,42499836
693,POINT (591017.6430065268 4505299.587830355),,40.693573,-73.922748,42499838
694,POINT (591148.2334009096 4505217.955905018),,40.6928233,-73.9212145,42499840
695,POINT (591225.8792540293 4505181.350431711),,40.692485,-73.920301,42499841
696,POINT (591297.4814345776 4505144.926779735),,40.692149,-73.919459,42499843
697,POINT (591702.8437625002 4504893.125448144),,40.689836,-73.914699,42499845
698,POINT (591767.0557287254 4504846.511782737),,40.689409,-73.913946,42499846
699,POINT (589522.864200291 4508337.094284003),,40.721096,-73.940003,42500190
700,POINT (589791.7584677952 4508432.494200156),,40.721926,-73.936806,42500194
701,POINT (589919.7731913192 4508477.566360828),,40.722318,-73.935284,42500197
702,POINT (589942.2972612419 4506257.043477839),,40.702315,-73.935336,42500468
703,POINT (590086.5196772465 4505791.275019228),,40.698104,-73.933696,42500473
704,POINT (590077.9886797054 4505825.810637771),,40.698416,-73.933792,42500475
705,POINT (590058.7218394529 4505902.515732909),,40.699109,-73.934009,42500477
706,POINT (588885.5871592856 4506471.908413637),,40.704365,-73.947812,42501130
707,POINT (588857.9187269047 4506461.140944925),,40.704271,-73.948141,42501132
708,POINT (589706.7774046384 4506609.577143004),,40.705516,-73.938073,42501140
709,POINT (589925.4212828546 4506667.246514523),,40.7060116,-73.9354769,42501147
710,POINT (590083.9974087426 4506709.071611265),,40.706371,-73.933594,42501152
711,POINT (590875.4897895879 4505238.782017604),,40.693041,-73.924439,42501160
712,POINT (591340.9018024945 4505879.680909302),,40.6987622,-73.9188382,42501174
713,POINT (591358.130116417 4505902.40850719),,40.698965,-73.918631,42501187
714,POINT (591488.4466276885 4506080.352386552),,40.7005533,-73.9170628,42501190
715,POINT (591609.9834503928 4506247.576541786),,40.702046,-73.9156,42501192
716,POINT (591710.9073278424 4506381.274311928),,40.703239,-73.914386,42501196
717,POINT (587902.4026934577 4504578.486129428),,40.687416,-73.959714,42501245
718,POINT (588133.4353156783 4504616.662889049),,40.6877352,-73.9569749,42501249
719,POINT (588314.4252246197 4504645.747251084),,40.6879778,-73.9548292,42501253
720,POINT (589138.7528742744 4504780.430910109),,40.6891022,-73.945056,42501267
721,POINT (589616.6263988103 4504858.54781031),,40.689754,-73.9393902,42501272
722,POINT (590799.512915042 4505052.066294797),,40.6913676,-73.9253651,42501277
723,POINT (590782.8773670117 4505065.563110277),,40.691491,-73.92556,42501294
724,POINT (590839.7141884284 4505144.529621769),,40.692196,-73.924876,42501296
725,POINT (590897.1412297502 4505223.50383945),,40.692901,-73.924185,42501299
726,POINT (587863.1032044953 4506981.369527055),,40.7090635,-73.9598424,42501320
727,POINT (589276.7181637958 4506160.855056405),,40.701521,-73.943227,42501378
728,POINT (589503.012451391 4506194.33393793),,40.701798,-73.940544,42501379
729,POINT (591003.9405882616 4505024.859457138),,40.6911,-73.92295,42501430
730,POINT (587849.6290793716 4504903.155449508),,40.690346,-73.960293,42501872
731,POINT (587875.8041345289 4504740.818231307),,40.688881,-73.960006,42501880
732,POINT (587889.1884417906 4504659.597662736),,40.688148,-73.959859,42501882
733,POINT (587915.7030139308 4504497.26461943),,40.686683,-73.959568,42501884
734,POINT (588994.4464082662 4505675.494113884),,40.6971798,-73.9466366,42502169
735,POINT (590583.3177282311 4507021.019455503),,40.709126,-73.927639,42502276
736,POINT (590714.9660273765 4507067.703362745),,40.709532,-73.926074,42502278
737,POINT (590844.3442305656 4507113.362648809),,40.709929,-73.924536,42502281
738,POINT (589919.5482584083 4507213.897307213),,40.710936,-73.935468,42502444
739,POINT (590713.5510490101 4507494.34922379),,40.713375,-73.926029,42502453
740,POINT (590580.9866976549 4507447.209814347),,40.712965,-73.927605,42502455
741,POINT (590448.8963988152 4507402.632141405),,40.712578,-73.929175,42502458
742,POINT (590345.4704507603 4507369.730258734),,40.712293,-73.930404,42502462
743,POINT (589292.7460031596 4507700.489936642),,40.715387,-73.942818,42502891
744,POINT (589281.9163886419 4507779.074846617),,40.716096,-73.942935,42502895
745,POINT (589270.8335822893 4507857.656728745),,40.716805,-73.943055,42502897
746,POINT (589260.1692786362 4507936.57673576),,40.717517,-73.94317,42502899
747,POINT (589249.5091753356 4508015.163743369),,40.718226,-73.943285,42502902
748,POINT (589236.5701815906 4508093.612328918),,40.718934,-73.943427,42502909
749,POINT (589151.7607455351 4508241.141175279),traffic_signals,40.720272,-73.94441,42502920
750,POINT (589107.551168368 4508472.95877015),,40.7223648,-73.9449004,42502926
751,POINT (589483.7803386711 4506351.410172337),,40.7032149,-73.9407492,42502943
752,POINT (589473.0081106749 4506432.659984144),,40.7039479,-73.9408651,42502945
753,POINT (589458.1554080987 4506508.986724069),,40.704637,-73.94103,42502948
754,POINT (589413.1099444715 4506825.524950817),,40.707493,-73.941518,42502953
755,POINT (589401.8183317876 4506907.212719254),,40.70823,-73.94164,42502957
756,POINT (589390.8111089 4506986.350409384),,40.708944,-73.941759,42502959
757,POINT (589358.7545763028 4507220.888628047),,40.71106,-73.942105,42502965
758,POINT (589347.3741726184 4507303.019519539),,40.711801,-73.942228,42502968
759,POINT (589336.0851360875 4507384.596417997),,40.712537,-73.94235,42502970
760,POINT (589325.3418758366 4507462.960244655),,40.713244,-73.942466,42502973
761,POINT (589314.5089972159 4507541.767103041),,40.713955,-73.942583,42502976
762,POINT (589077.0883996921 4508072.377311843),,40.71876,-73.945318,42503822
763,POINT (589298.0357571401 4508243.455996682),,40.720277,-73.942678,42503829
764,POINT (589376.5473345466 4508254.282743525),,40.720366,-73.941747,42503833
765,POINT (587959.9225078342 4505829.385196525),,40.698677,-73.958858,42504062
766,POINT (588114.8154546908 4505864.195938642),,40.698974,-73.95702,42504068
767,POINT (588345.0344031107 4505902.681706202),,40.699296,-73.95429,42504075
768,POINT (588864.2633009892 4505987.706008507),,40.700006,-73.948133,42504087
769,POINT (588938.8998237785 4505999.591227124),,40.700105,-73.947248,42504090
770,POINT (588949.0139254053 4506001.710836307),,40.700123,-73.947128,42504093
771,POINT (589017.4922126134 4506012.745894809),,40.700215,-73.946316,42504097
772,POINT (589387.2709924287 4506073.811677255),,40.700725,-73.941931,42504102
773,POINT (589591.8195763346 4506138.006683888),,40.701281,-73.939501,42504106
774,POINT (589803.7855669623 4506210.401851757),,40.70191,-73.936982,42504109
775,POINT (590164.0036710983 4506354.769425937),,40.703171,-73.932698,42504116
776,POINT (590228.437899995 4506387.405070438),,40.7034579,-73.9319307,42504122
777,POINT (590370.6110378315 4506463.864699014),,40.704131,-73.930237,42504129
778,POINT (590496.4513607614 4506530.457823539),,40.704717,-73.928738,42504145
779,POINT (590549.2534451201 4506558.524673234),,40.704964,-73.928109,42504156
780,POINT (590674.2179615119 4506626.009514798),,40.7055581,-73.9266202,42504158
781,POINT (590715.2732420145 4506643.830934564),,40.7057141,-73.9261317,42504160
782,POINT (590805.4577390932 4506748.041401233),,40.7066428,-73.9250492,42504162
783,POINT (590878.7918299193 4506832.339993119),,40.707394,-73.924169,42504174
784,POINT (590915.2016300547 4506878.194615076),,40.707803,-73.9237314,42504177
785,POINT (590972.771614735 4506945.669762237),,40.7084044,-73.9230402,42504181
786,POINT (589602.9735055785 4508110.686263875),,40.719048,-73.939087,42504207
787,POINT (589575.6004731231 4508187.960801036),,40.719747,-73.9394,42504209
788,POINT (589687.3481452697 4507881.221976411),,40.716972,-73.938121,42504216
789,POINT (587867.0944628571 4506311.786716231),traffic_signals,40.703032,-73.959889,42504253
790,POINT (589726.6317331903 4506532.767283145),,40.704822,-73.937849,42504272
791,POINT (587830.3947476023 4507456.323964266),,40.713345,-73.960163,42504284
792,POINT (587957.6474636684 4507396.991389466),,40.712797,-73.958665,42504285
793,POINT (588301.3693755058 4507237.305343),,40.7113219,-73.9546188,42504290
794,POINT (588425.1004080196 4507176.395468729),,40.71076,-73.9531628,42504292
795,POINT (588564.9851519935 4507112.782725859),,40.710172,-73.951516,42504294
796,POINT (588612.5288728139 4507093.255322266),,40.709991,-73.950956,42504297
797,POINT (589826.0061831834 4505760.184443878),,40.6978524,-73.9367835,42504529
798,POINT (589938.5598074816 4505898.18322527),,40.6990831,-73.9354317,42504531
799,POINT (588126.1803646599 4506863.86376477),traffic_signals,40.707977,-73.956745,42505402
800,POINT (588501.5525666322 4506702.186408853),,40.7064805,-73.9523248,42505412
801,POINT (588606.1016850764 4506638.874519417),traffic_signals,40.705899,-73.9510963,42505415
802,POINT (588744.5693986979 4506542.82939981),traffic_signals,40.705019,-73.949471,42505420
803,POINT (588813.2614277706 4506493.246976559),,40.704565,-73.948665,42505428
804,POINT (588887.4871804775 4506440.955883412),traffic_signals,40.704086,-73.9477939,42505433
805,POINT (589087.2637836539 4506296.135477083),,40.70276,-73.94545,42505442
806,POINT (589156.3734769006 4506247.33829143),,40.702313,-73.944639,42505446
807,POINT (589183.9854183012 4506227.685980273),,40.702133,-73.944315,42505449
808,POINT (589210.4027578449 4506209.018612277),,40.701962,-73.944005,42505452
809,POINT (589225.7428666474 4506198.100758914),,40.701862,-73.943825,42505456
810,POINT (589516.0641096238 4505980.883602407),,40.699874,-73.94042,42505462
811,POINT (589575.0549115947 4505937.852348625),,40.69948,-73.939728,42505465
812,POINT (589645.433092745 4505889.518957874),,40.699037,-73.938902,42505468
813,POINT (589859.051397649 4505735.948453805),,40.6976305,-73.9363959,42505475
814,POINT (589895.4502374335 4505704.836497542),,40.6973463,-73.9359696,42505479
815,POINT (589953.362909831 4505666.069466468),,40.6969908,-73.9352898,42505482
816,POINT (590051.6048214478 4505595.550972531),,40.6963449,-73.9341373,42505484
817,POINT (590202.5905924793 4505487.81564216),,40.695358,-73.932366,42505487
818,POINT (590429.6916314997 4505324.71032032),,40.693864,-73.929702,42505492
819,POINT (590520.0960765092 4505256.644767663),,40.693241,-73.928642,42505494
820,POINT (590530.1568854761 4505249.328905294),,40.693174,-73.928524,42505497
821,POINT (590590.9419138002 4505205.661180408),,40.692774,-73.927811,42505500
822,POINT (590616.8581493768 4505187.103550891),,40.692604,-73.927507,42505503
823,POINT (590654.0469409629 4505158.913618785),,40.692346,-73.927071,42505507
824,POINT (590706.9840346964 4505121.368275513),,40.692002,-73.92645,42505511
825,POINT (590718.4052576481 4505113.403142124),,40.691929,-73.926316,42505515
826,POINT (590882.4640196802 4504993.506239498),,40.690831,-73.924392,42505519
827,POINT (590946.2541083001 4504946.325365172),,40.690399,-73.923644,42505523
828,POINT (591017.6237267429 4504894.463934807),,40.689924,-73.922807,42505527
829,POINT (591080.3197912119 4504847.048712688),,40.68949,-73.922072,42505530
830,POINT (591466.0880499813 4504569.458650083),,40.686947,-73.9175477,42505549
831,POINT (590671.8645416729 4506647.130702137),,40.7057486,-73.926645,42505684
832,POINT (590638.7133736855 4506801.869702518),,40.707146,-73.927015,42505687
833,POINT (590528.2788673153 4507176.557568853),,40.710533,-73.928268,42505693
834,POINT (590500.8180629695 4507253.050714881),,40.711225,-73.928582,42505695
835,POINT (590475.0033160459 4507326.233328411),,40.711887,-73.928877,42505696
836,POINT (590410.0111000099 4507640.303295979),,40.714723,-73.929601,42505703
837,POINT (589896.7440550812 4508133.559051407),,40.719222,-73.935606,42505924
838,POINT (588512.0989599895 4507831.444597571),traffic_signals,40.7166508,-73.9520405,42505929
839,POINT (588976.5492475216 4507897.752873045),,40.717198,-73.946533,42505939
840,POINT (587871.2163319348 4507982.498149367),,40.71808,-73.959606,42506174
841,POINT (587980.9709301689 4507894.981246454),,40.71728,-73.958319,42506177
842,POINT (588090.8086295502 4507807.799961357),,40.716483,-73.957031,42506181
843,POINT (588197.502628874 4507722.359223779),,40.715702,-73.95578,42506186
844,POINT (588046.84363257 4508451.430445309),traffic_signals,40.722285,-73.957461,42506300
845,POINT (587997.3195737646 4508389.558226719),,40.721733,-73.958056,42506305
846,POINT (587848.6605444537 4508203.720655407),,40.720075,-73.959842,42506310
847,POINT (587872.3756326449 4506001.320541712),,40.700235,-73.95987,42506427
848,POINT (590910.0916467644 4506229.089120349),,40.701957,-73.923886,42506544
849,POINT (591040.3228240629 4506408.145376042),,40.7035554,-73.9223187,42506548
850,POINT (591176.1565529972 4506594.17864726),,40.705216,-73.920684,42506555
851,POINT (591268.439605366 4506716.217766522),,40.706305,-73.919574,42506560
852,POINT (590309.1494953076 4505633.552133261),,40.696659,-73.931084,42506580
853,POINT (590432.7416465927 4505740.939498915),,40.6976127,-73.9296059,42506586
854,POINT (591774.8153960763 4504587.923031644),,40.687079,-73.913892,42506743
855,POINT (587842.2929647117 4506629.682464222),,40.705898,-73.960138,42506832
856,POINT (589935.2804842384 4507762.886607128),,40.7158791,-73.935203,42507944
857,POINT (587828.3774508737 4506356.292355074),traffic_signals,40.703437,-73.960341,42508120
858,POINT (587910.8169503619 4506550.891060155),traffic_signals,40.705181,-73.959338,42508123
859,POINT (587930.2062368854 4506596.606561489),,40.7055907,-73.9591021,42508127
860,POINT (589742.9918581226 4506025.257539782),,40.700249,-73.937728,42508233
861,POINT (589191.2479963329 4506312.372503992),,40.702895,-73.944217,42509015
862,POINT (589745.5583077854 4506372.012947233),,40.703372,-73.937648,42509036
863,POINT (589986.1752013406 4506437.477015248),,40.7039354,-73.9347908,42509037
864,POINT (590136.0702498715 4506477.221606766),,40.704277,-73.933011,42509039
865,POINT (588831.536026641 4508501.866374225),,40.722655,-73.948164,42509209
866,POINT (588688.4251325274 4508447.306701275),,40.722179,-73.949866,42509213
867,POINT (588623.1783548021 4508393.901932491),,40.721705,-73.950646,42509216
868,POINT (588450.5204484817 4508252.618301365),,40.720451,-73.95271,42509221
869,POINT (588387.280672373 4508179.366602011),,40.719798,-73.953469,42509228
870,POINT (588338.0108606231 4508117.49513793),,40.719246,-73.954061,42509232
871,POINT (588189.6065150481 4507931.764787376),,40.717589,-73.955844,42509239
872,POINT (588041.2856887017 4507745.483546387),,40.715927,-73.957626,42509247
873,POINT (587860.5970829758 4507516.855679644),,40.713887,-73.959797,42509258
874,POINT (590744.8429588005 4505328.777995815),,40.693866,-73.925972,42509628
875,POINT (591123.0760348191 4505846.449874852),,40.698487,-73.9214209,42509643
876,POINT (591230.573516694 4505995.764610826),,40.69982,-73.920127,42509649
877,POINT (591360.3804325971 4506174.02193265),,40.7014112,-73.9185648,42509655
878,POINT (591486.2442440005 4506346.748577781),,40.702953,-73.91705,42509659
879,POINT (591584.5093972703 4506476.859091093),,40.704114,-73.915868,42509663
880,POINT (590792.5893309644 4507269.383268348),,40.71134,-73.925126,42509743
881,POINT (590766.7554308599 4507343.896997451),,40.712014,-73.925421,42509746
882,POINT (590739.7326817107 4507418.951386952),,40.712693,-73.92573,42509751
883,POINT (590635.0362954695 4507718.323150169),,40.715401,-73.926926,42509758
884,POINT (589924.6300979366 4508056.069778172),,40.718521,-73.935287,42509901
885,POINT (588709.5671732768 4507781.311975461),,40.716178,-73.94971,42509922
886,POINT (588987.2936937297 4507818.944531025),,40.716487,-73.946417,42509933
887,POINT (588523.1697905936 4507755.31526722),,40.7159639,-73.9519202,42509952
888,POINT (589843.9941969909 4508283.245384644),,40.720576,-73.936209,42511005
889,POINT (588488.9579360094 4507990.341650812),,40.7180845,-73.952292,42511011
890,POINT (588676.7665599757 4508016.509975107),,40.7183,-73.950065,42511013
891,POINT (589317.1117974374 4508104.35179803),,40.719022,-73.942472,42511030
892,POINT (589395.7937522965 4508115.180757011),,40.719111,-73.941539,42511032
893,POINT (588828.9040539475 4506908.658569372),,40.708305,-73.948421,42511044
894,POINT (589106.9016847878 4506947.519142653),,40.708625,-73.945125,42511050
895,POINT (589532.7668286492 4507005.603624805),,40.709102,-73.940076,42511123
896,POINT (589971.7726241424 4507066.425599564),,40.709602,-73.934871,42511131
897,POINT (590385.3144199174 4507212.784506938),,40.710875,-73.929955,42511146
898,POINT (590634.1764584886 4507297.75574878),,40.711613,-73.926997,42511148
899,POINT (590244.3852025602 4505782.534478247),,40.698008,-73.931829,42511341
900,POINT (590783.3492165313 4506593.87027163),,40.7052566,-73.9253332,42511908
901,POINT (590848.3951402864 4506548.558301928),,40.7048413,-73.9245699,42511911
902,POINT (590912.3703151536 4506501.746051302),,40.7044126,-73.9238195,42511913
903,POINT (591168.4405873326 4506314.426731375),,40.7026971,-73.920816,42511927
904,POINT (591232.4196799217 4506267.628290498),,40.7022685,-73.9200656,42511930
905,POINT (591296.4508180085 4506220.786612007),,40.7018395,-73.9193146,42511934
906,POINT (591552.3786719367 4506033.589330879),,40.700125,-73.916313,42511953
907,POINT (591680.2878413255 4505940.032061234),,40.6992681,-73.9148129,42511964
908,POINT (591692.3800630235 4505931.776945764),,40.6991924,-73.914671,42511971
909,POINT (591744.435447811 4505893.117829184),,40.6988384,-73.9140606,42511976
910,POINT (591808.4730756995 4505846.28048755),,40.6984094,-73.9133096,42511980
911,POINT (588478.7237515759 4508069.323201561),,40.718797,-73.952402,42512055
912,POINT (588666.1127395565 4508095.09772909),,40.719009,-73.95018,42512058
913,POINT (588934.8587042826 4508162.153394102),,40.719584,-73.946989,42512070
914,POINT (590928.1146646473 4506792.420677255),,40.707029,-73.923591,42512091
915,POINT (590990.2291471034 4506742.888453887),,40.706576,-73.922863,42512094
916,POINT (591052.2586214881 4506693.466710754),,40.706124,-73.922136,42512097
917,POINT (591300.2212976333 4506495.338718404),,40.704312,-73.91923,42512101
918,POINT (591362.1731649835 4506445.696463279),,40.703858,-73.918504,42512105
919,POINT (591424.2089741924 4506396.16676286),,40.703405,-73.917777,42512110
920,POINT (591673.9327506566 4506200.737036007),,40.701617,-73.91485,42512120
921,POINT (591803.6676944071 4506109.080758365),,40.700777,-73.913328,42512124
922,POINT (590701.4637062608 4505358.779221902),,40.694141,-73.926481,42512274
923,POINT (589387.9250772011 4507548.42455428),,40.714007,-73.941713,42513616
924,POINT (589416.513049455 4507475.49393144),,40.713347,-73.941385,42513623
925,POINT (589446.4811493123 4507400.248569368),,40.712666,-73.941041,42513628
926,POINT (589477.2408406204 4507322.459339622),,40.711962,-73.940688,42513634
927,POINT (589500.621381951 4507240.140289524),,40.711218,-73.940423,42513647
928,POINT (589543.6883981632 4506926.687112859),,40.70839,-73.939958,42513654
929,POINT (589554.8112690584 4506845.108500646),,40.707654,-73.939838,42513657
930,POINT (589596.305653136 4506527.173602133),,40.7047858,-73.9393923,42513666
931,POINT (589618.968436886 4506502.478217853),,40.7045609,-73.9391276,42513670
932,POINT (589669.7341221696 4506439.930555715),,40.703992,-73.9385357,42513678
933,POINT (589774.3201695303 4506299.307761446),,40.702714,-73.937318,42513684
934,POINT (589825.9749081857 4506143.279492754),,40.701303,-73.936729,42513686
935,POINT (589850.4428750889 4506070.134034132),,40.7006415,-73.9364499,42513688
936,POINT (589994.0279893344 4505856.733468524),,40.6987037,-73.9347812,42513694
937,POINT (590061.7186547632 4505808.737721653),,40.698264,-73.933987,42513699
938,POINT (590124.8741308485 4505764.095907686),,40.697855,-73.933246,42513705
939,POINT (590208.3150394429 4505705.157104436),,40.697315,-73.932267,42513709
940,POINT (590436.9893581104 4505544.180691443),,40.69584,-73.929584,42513719
941,POINT (590535.2650985352 4505474.878995894),,40.695205,-73.928431,42513723
942,POINT (590549.9246605397 4505464.621630913),,40.695111,-73.928259,42513726
943,POINT (590614.8671107758 4505419.450523248),,40.694697,-73.927497,42513729
944,POINT (590637.8815328523 4505403.189044891),,40.694548,-73.927227,42513732
945,POINT (590679.7299327535 4505373.945922125),,40.69428,-73.926736,42513737
946,POINT (590766.7500546128 4505313.280529376),,40.693724,-73.925715,42513748
947,POINT (590831.8573576063 4505268.668385666),,40.693315,-73.924951,42513757
948,POINT (590940.8600463988 4505193.507876897),,40.692626,-73.923672,42513771
949,POINT (591063.7927247641 4505105.863116203),,40.691823,-73.92223,42513775
950,POINT (591133.6339882731 4505054.539177797),,40.691353,-73.921411,42513778
951,POINT (591197.924017926 4505008.032705554),,40.690927,-73.920657,42513780
952,POINT (591582.5118974551 4504727.880695724),,40.688361,-73.916147,42513788
953,POINT (591646.6372240997 4504681.486960541),,40.687936,-73.915395,42513791
954,POINT (588951.9534947973 4505918.590230699),,40.699374,-73.947105,42514342
955,POINT (588965.2635333709 4505837.370287672),,40.698641,-73.946959,42514344
956,POINT (589007.403519096 4505594.880645023),,40.6964523,-73.9464947,42514347
957,POINT (589019.2733068925 4505511.944895608),,40.695704,-73.946366,42514351
958,POINT (589032.343145906 4505429.723002656),,40.694962,-73.946223,42514354
959,POINT (589072.107010512 4505186.283778518),,40.692765,-73.945787,42514359
960,POINT (589085.3335323415 4505105.174092968),,40.692033,-73.945642,42514361
961,POINT (589098.6461349427 4505023.954444104),,40.6913,-73.945496,42514364
962,POINT (589112.0434892472 4504942.735838742),,40.690567,-73.945349,42514366
963,POINT (589125.771093155 4504862.187358306),,40.68984,-73.945198,42514369
964,POINT (589151.9809372959 4504699.29916944),,40.68837,-73.944911,42514373
965,POINT (589178.3554572685 4504536.857150375),,40.686904,-73.944622,42514378
966,POINT (588168.1958966223 4508354.284087953),,40.721397,-73.956038,42514549
967,POINT (588277.69013797 4508267.212572321),,40.720601,-73.954754,42514554
968,POINT (588471.8304761754 4508116.092536939),,40.719219,-73.952477,42514559
969,POINT (588774.0310347839 4507307.572214621),,40.711904,-73.949014,42514864
970,POINT (589052.1063335558 4507345.765965327),,40.712218,-73.945717,42514870
971,POINT (589523.0485913057 4507424.498048306),,40.7128761,-73.9401312,42514879
972,POINT (588162.4294901784 4506941.676930646),traffic_signals,40.708674,-73.956305,42514949
973,POINT (588663.4156563266 4506723.270058754),traffic_signals,40.706653,-73.950406,42514959
974,POINT (590039.2240375208 4507731.93970515),,40.715589,-73.933977,42515026
975,POINT (589603.3278631551 4504939.51149537),,40.6904847,-73.939536,42515255
976,POINT (589613.7714428271 4506118.398630047),,40.701102,-73.939244,42515613
977,POINT (590776.2233546443 4506832.416765117),,40.707406,-73.925383,42516137
978,POINT (590684.4915254829 4507152.108312622),,40.7102956,-73.9264225,42516151
979,POINT (590660.0091558268 4507223.241582648),,40.710939,-73.926702,42516152
980,POINT (590607.3265634299 4507372.590645988),,40.71229,-73.927304,42516154
981,POINT (590501.7099427944 4507671.619823067),,40.714995,-73.928511,42516166
982,POINT (589441.7363226941 4505915.372328154),,40.699292,-73.941309,42516224
983,POINT (589496.5034361652 4505589.814589141),,40.6963537,-73.9407073,42516233
984,POINT (589509.9368326191 4505508.008548061),,40.6956154,-73.94056,42516238
985,POINT (589549.9816508304 4505264.275048236),,40.6934157,-73.9401209,42516245
986,POINT (589563.3246253519 4505183.04534011),,40.6926826,-73.9399746,42516250
987,POINT (589576.6591390296 4505101.837760755),,40.6919497,-73.9398284,42516255
988,POINT (589589.9658813532 4505020.85191775),,40.6912188,-73.9396825,42516258
989,POINT (589629.9426247148 4504777.539955935),,40.6890229,-73.9392442,42516263
990,POINT (589656.5636333278 4504615.135608797),,40.6875572,-73.9389524,42516267
991,POINT (590781.9576981246 4506322.223536928),,40.70281,-73.925389,42516312
992,POINT (591142.0503869668 4506812.031955024),,40.707182,-73.921056,42516314
993,POINT (590341.5991264333 4507750.049118949),,40.715719,-73.930395,42516324
994,POINT (588918.3152619544 4506039.201658131),,40.700464,-73.947486,42516653
995,POINT (588038.3400025048 4505351.69893155),,40.694366,-73.957997,42517044
996,POINT (588194.7053097074 4505377.202654782),,40.694579,-73.956143,42517047
997,POINT (588424.8652005678 4505414.80157843),,40.694893,-73.953414,42517050
998,POINT (590061.4879506489 4505681.502670218),,40.697118,-73.934008,42517060
999,POINT (590734.0578234727 4505788.703946068),,40.6980098,-73.9260331,42517070
1000,POINT (590791.5062394687 4505797.200251282),,40.69808,-73.925352,42517074
1001,POINT (590901.9106309161 4505813.928243214),,40.6982185,-73.924043,42517081
1002,POINT (591011.2000258388 4505829.900363299),,40.6983503,-73.9227473,42517087
1003,POINT (591380.9348205187 4505885.358466942),,40.6988089,-73.9183636,42517094
1004,POINT (591451.8483576328 4505896.124058883),,40.698898,-73.9175228,42517097
1005,POINT (591671.4518227675 4505928.887173971),,40.6991687,-73.9149191,42517102
1006,POINT (591782.5669803389 4505945.25967419),,40.6993038,-73.9136017,42517106
1007,POINT (588545.3621916593 4507597.439527097),,40.7145395,-73.9516798,42518608
1008,POINT (588730.714272501 4507623.579605895),,40.714755,-73.949482,42518609
1009,POINT (589008.6960419503 4507661.548911608),,40.715067,-73.946186,42518614
1010,POINT (591422.8396524544 4505855.687205884),,40.698537,-73.917872,42518733
1011,POINT (591774.1954302071 4506333.20624234),,40.702799,-73.913644,42518739
1012,POINT (589998.3891911883 4506989.476322489),,40.708906,-73.934567,42518747
1013,POINT (589944.8361899816 4507141.927787785),,40.710285,-73.935179,42518750
1014,POINT (590153.5720189216 4506399.718056865),,40.703577,-73.932815,42518762
1015,POINT (590142.8722133577 4506445.884698602),,40.703994,-73.932935,42518767
1016,POINT (590125.8680765783 4506524.171478435),,40.704701,-73.933125,42518773
1017,POINT (590119.0837686015 4506554.065316456),,40.704971,-73.933201,42518776
1018,POINT (590101.331925293 4506631.343863734),,40.705669,-73.9334,42518781
1019,POINT (590091.2964019824 4506678.517851967),,40.706095,-73.933512,42518787
1020,POINT (587970.2647904372 4508106.796088605),,40.719189,-73.958416,42518972
1021,POINT (588079.8512148674 4508019.167632238),,40.718388,-73.957131,42518976
1022,POINT (588296.8107061134 4507845.998476569),,40.716805,-73.954587,42518980
1023,POINT (588328.6639606556 4506071.240647686),,40.700816,-73.95446,42519630
1024,POINT (588648.0273729126 4506349.384630716),,40.703287,-73.950641,42519635
1025,POINT (588682.8140924207 4506379.665280999),,40.703556,-73.950225,42519640
1026,POINT (590335.9365706496 4506570.69090002),,40.705097,-73.930632,42520106
1027,POINT (590414.8032737061 4506588.415902766),,40.705248,-73.929696,42520109
1028,POINT (590536.302633281 4506615.876706146),,40.705482,-73.928254,42520112
1029,POINT (588022.8303545862 4506132.222065735),,40.701398,-73.958071,42520236
1030,POINT (588096.0596958501 4505977.881990023),,40.7,-73.957226,42520238
