,geometry,highway,lat,lon,osmid
1376,POINT (589478.6885786351 4506623.032655987),,40.705662,-73.9407707,2269706572
1377,POINT (589551.6954959965 4506633.539023611),,40.7057487,-73.9399051,2269706573
1378,POINT (589660.821680086 4505669.735471823),,40.6970557,-73.9387513,2269706592
1379,POINT (589658.6219015885 4505724.531924073),,40.6975495,-73.9387695,2269706593
1380,POINT (589629.4336928665 4505850.667617357),,40.6986888,-73.9390969,2269706597
1381,POINT (589469.7343946167 4505823.194571988),,40.6984587,-73.9409908,2269706598
1382,POINT (589479.8516551274 4505761.27706336),,40.6978999,-73.9408799,2269706599
1383,POINT (589505.7712659736 4505600.484586815),,40.6964488,-73.9405961,2269706600
1384,POINT (589729.7647458188 4505639.015891067),,40.6967715,-73.9379398,2269706601
1385,POINT (589713.8387934201 4505735.302161641),,40.6976405,-73.9381145,2269706603
1386,POINT (589529.9043355682 4505834.500559512),,40.698554,-73.9402771,2269706604
1387,POINT (589559.766027895 4505763.76187191),,40.6979136,-73.9399338,2269706607
1388,POINT (589481.57758768 4505750.584182628),,40.6978034,-73.940861,2269706608
1389,POINT (589589.8347048877 4505769.031938368),,40.6979578,-73.9395772,2269706609
1390,POINT (589602.8857483423 4505846.361369439),,40.6986529,-73.9394117,2269706612
1391,POINT (589604.2482201081 4505695.697784019),,40.6972957,-73.9394171,2269706614
1392,POINT (589493.1493028867 4505678.78100641),,40.6971554,-73.9407343,2269706615
1393,POINT (589563.1736770321 4505839.897951525),,40.698599,-73.9398826,2269706619
1394,POINT (589550.6399526635 4505801.599322447),,40.6982554,-73.9400364,2269706624
1395,POINT (587903.7036661182 4507003.699594073),,40.7092603,-73.9593587,2307215728
1396,POINT (587927.9033940667 4507035.483345199),,40.709544,-73.9590678,2307215729
1397,POINT (587867.5620949108 4507060.714394501),,40.7097777,-73.9597785,2307215730
1398,POINT (587907.0072503893 4507011.521391672),,40.7093304,-73.9593185,2307215731
1399,POINT (587896.5946631056 4506991.19198807),,40.7091484,-73.9594446,2307215732
1400,POINT (587900.0391412287 4506997.105868897),,40.7092013,-73.959403,2307215734
1401,POINT (587875.4395675913 4507046.141653592),,40.7096456,-73.9596873,2307215735
1402,POINT (587850.6130673341 4507018.758238635),,40.7094016,-73.959985,2307215738
1403,POINT (587914.9489499806 4507027.902449355),,40.7094771,-73.9592222,2307215739
1404,POINT (587862.2766490674 4507043.321234427),,40.7096216,-73.9598435,2307215740
1405,POINT (587857.4402139748 4507034.382186349),,40.7095416,-73.959902,2307215743
1406,POINT (587853.7147557761 4507026.511007512),,40.7094711,-73.9599472,2307215745
1407,POINT (587911.2397127933 4507021.519130231),,40.70942,-73.959267,2307215746
1408,POINT (587886.8878400043 4506969.760738915),,40.7089564,-73.9595625,2307230978
1409,POINT (589297.7139691885 4506164.44942998),,40.7015511,-73.942978,2307731133
1410,POINT (589370.0950946561 4506070.840370899),,40.7007001,-73.9421347,2530160374
1411,POINT (589563.8762405664 4506141.588521621),,40.7013163,-73.9398312,2548031987
1412,POINT (589643.9245386052 4506167.623906926),,40.7015421,-73.9388801,2548031988
1413,POINT (589744.4659960304 4506200.325074291),,40.7018257,-73.9376855,2548031989
1414,POINT (589480.2906089939 4506433.413926899),crossing,40.7039539,-73.9407788,2548031991
1415,POINT (589468.0821445972 4506510.460874928),crossing,40.7046492,-73.9409123,2548031992
1416,POINT (589588.5517919388 4506605.362203266),,40.7054909,-73.9394729,2548031994
1417,POINT (589472.5933305543 4506663.27154656),,40.7060251,-73.9408371,2548031995
1418,POINT (589578.0803009959 4506677.722616843),,40.7061438,-73.9395865,2548031996
1419,POINT (589666.7232862382 4505628.173238727),,40.6966807,-73.9386874,2548042157
1420,POINT (589492.6751545387 4505752.449927772),,40.697819,-73.9407294,2548042158
1421,POINT (589483.2992687302 4506591.002659755),,40.705373,-73.9407207,2548042160
1422,POINT (589556.2536603086 4506600.986622165),,40.705455,-73.9398558,2548042161
1423,POINT (588701.7486154684 4508289.569413473),,40.7207568,-73.9497306,2548042166
1424,POINT (588740.6340910624 4508387.357175284),,40.7216334,-73.9492564,2548042169
1425,POINT (588616.0513748691 4508388.065791989),crossing,40.7216532,-73.9507312,2548042170
1426,POINT (588780.5008881792 4508296.529128156),,40.720811,-73.9487973,2548053396
1427,POINT (591455.1445343922 4504576.92895289),,40.6870155,-73.9176761,2564921615
1428,POINT (591265.1345316935 4504713.681034776),,40.6882683,-73.9199045,2564942589
1429,POINT (589367.9665686461 4506089.02245925),,40.7008641,-73.9421573,2568052329
1430,POINT (589927.7867546205 4504788.291199472),,40.6890873,-73.9357183,2597729097
1431,POINT (589963.2398685062 4504831.442212163),,40.6894721,-73.9352926,2597729100
1432,POINT (590042.2749400644 4504844.546151287),,40.6895815,-73.9343555,2597729104
1433,POINT (589960.0105199718 4504849.666318945),,40.6896366,-73.9353282,2597729106
1434,POINT (589423.0426662916 4504542.664183868),,40.6869298,-73.9417259,2597736879
1435,POINT (589593.4917448455 4504604.682056541),,40.6874699,-73.9397002,2597736883
1436,POINT (589720.9814339775 4504659.667687629),,40.6879513,-73.9381838,2597736885
1437,POINT (589897.5418578695 4504688.370930025),,40.6881906,-73.9360905,2597736887
1438,POINT (589858.2198600426 4504617.051419966),,40.6875525,-73.936566,2597737951
1439,POINT (589799.6483588973 4504638.403034103),,40.6877512,-73.937256,2597737952
1440,POINT (589325.4778888164 4504527.489961436),,40.6868037,-73.9428825,2597739081
1441,POINT (589344.5209161934 4504563.823544674),,40.6871289,-73.942652,2597739083
1442,POINT (591158.5560743508 4504765.385378955),,40.6887458,-73.9211581,2799410691
1443,POINT (591147.9566113231 4504776.546313629),,40.6888475,-73.9212819,2799410694
1444,POINT (589692.8560194935 4507863.746919793),,40.716814,-73.9380583,2805340009
1445,POINT (589820.1146370221 4507909.340792958),,40.7172108,-73.9365453,2805340010
1446,POINT (589961.0701629678 4507719.078698728),,40.7154817,-73.934904,2839776794
1447,POINT (589783.2247433383 4507690.178562524),,40.7152408,-73.9370134,2839802397
1448,POINT (588464.5636533628 4505139.007036318),turning_circle,40.6924046,-73.9529831,2872728055
1449,POINT (590409.7535954877 4504654.610683505),,40.6878305,-73.9300345,2969849194
1450,POINT (589669.8226861407 4504534.7266643),,40.6868315,-73.938807,2969849195
1451,POINT (588966.2751033119 4508453.554500856),,40.7222053,-73.9465757,2987758894
1452,POINT (588979.3030134848 4508455.420549113),,40.7222207,-73.9464212,2987758895
1453,POINT (589025.8556458994 4508384.857925169),,40.7215801,-73.9458801,2987758896
1454,POINT (589038.6707914299 4508386.865850329),,40.7215968,-73.9457281,2987758897
1455,POINT (589050.1792472827 4508357.705068418),,40.7213329,-73.945596,2987758898
1456,POINT (589057.9420677661 4508364.026668276),,40.721389,-73.9455032,2987758899
1457,POINT (589101.9554682777 4508296.109658085),,40.7207725,-73.9449918,2987758900
1458,POINT (589109.6589257211 4508302.452802268),,40.7208288,-73.9448997,2987758901
1459,POINT (590029.756457856 4506901.216010158),,40.7081076,-73.9342084,2995297059
1460,POINT (589720.4176698691 4506843.356517171),,40.7076202,-73.9378781,2997098233
1461,POINT (589828.2221444377 4506908.299213901),,40.7081934,-73.9365928,2997098270
1462,POINT (589664.1918091074 4506853.845779644),,40.7077208,-73.9385421,2997098283
1463,POINT (591128.0317219255 4507369.375912664),,40.7122036,-73.9211409,2997098445
1464,POINT (589789.5378812029 4506868.351212722),,40.7078378,-73.9370564,2997098448
1465,POINT (589661.7686755582 4506839.028243914),,40.7075876,-73.9385729,2997098501
1466,POINT (589728.3779263769 4506785.931779014),,40.7071021,-73.9377921,2997098647
1467,POINT (589832.9879208255 4506889.394180193),,40.7080226,-73.9365391,2997098784
1468,POINT (589719.612911829 4506830.257179719),,40.7075023,-73.9378895,2997098797
1469,POINT (589725.9981646265 4506805.265405372),,40.7072765,-73.9378175,2997098814
1470,POINT (589738.6437394635 4506878.793407202),,40.7079374,-73.9376573,2997098816
1471,POINT (589718.0494256791 4506888.292181529),,40.7080252,-73.9378997,2997098841
1472,POINT (588621.8671935934 4508153.000199786),,40.7195353,-73.9506956,3122715006
1473,POINT (588606.6309152746 4508265.228683207),,40.7205478,-73.9508601,3122750200
1474,POINT (587888.4846105587 4505075.299499299),,40.6918924,-73.9598091,3224210865
1475,POINT (587874.9396165334 4505099.464057278),,40.6921115,-73.959966,3224210868
1476,POINT (587891.8835346714 4505102.273644369),,40.692135,-73.9597651,3224210870
1477,POINT (587870.9255966628 4505186.568722346),,40.6928965,-73.9600013,3250349909
1478,POINT (587877.8994849398 4505187.805896933),,40.6929069,-73.9599186,3250354603
1479,POINT (587896.0999678171 4505076.610894834),,40.6919034,-73.9597188,3279417412
1480,POINT (588036.4558147598 4508449.153290162),,40.7222656,-73.9575843,3285697436
1481,POINT (588041.6759387496 4508455.554645582),crossing,40.7223227,-73.9575216,3285697439
1482,POINT (588045.2941436094 4508460.282751038),,40.7223649,-73.9574781,3285697441
1483,POINT (591360.6014154912 4506835.503264858),,40.7073692,-73.9184658,3325564425
1484,POINT (591067.228758222 4507056.353219966),,40.7093909,-73.9219061,3325564426
1485,POINT (591384.6190795479 4505535.990766233),,40.6956617,-73.9183709,3533597338
1486,POINT (589652.9804664812 4506459.434694956),,40.7041695,-73.9387312,3539722830
1487,POINT (589607.297998397 4506449.490413589),,40.7040849,-73.9392733,3539722831
1488,POINT (589593.1391313726 4506578.805407408),,40.7052512,-73.9394224,3539725770
1489,POINT (590282.8093987175 4505430.081901743),,40.6948292,-73.931425,3552722301
1490,POINT (589697.0404306881 4505837.384417697),,40.6985618,-73.9382987,3809859284
1491,POINT (588657.8391905924 4508152.652938813),,40.7195283,-73.9502698,3865261661
1492,POINT (588411.9295218573 4508160.919759844),,40.7196292,-73.9531798,3865279486
1493,POINT (588380.9013798551 4508184.475340001),,40.7198447,-73.9535438,3865279490
1494,POINT (588392.6789891413 4508185.692612412),,40.7198544,-73.9534042,3865279491
1495,POINT (588283.2933221203 4508262.716237238),,40.7205599,-73.9546883,3865279497
1496,POINT (588282.7923484638 4508273.579387478),,40.7206578,-73.9546927,3865279498
1497,POINT (588378.3362823247 4508392.645555195),,40.72172,-73.9535448,3865279499
1498,POINT (588588.6258596657 4508472.803789692),,40.7224194,-73.9510439,3865279500
1499,POINT (588450.8577349014 4505108.434773039),,40.6921307,-73.9531496,3958825285
1500,POINT (588552.1472168231 4505127.494581343),,40.6922915,-73.9519483,3958825289
1501,POINT (588436.3272240452 4505105.930207744),,40.6921097,-73.9533219,3958825290
1502,POINT (588415.7920887342 4505232.961370555),,40.6932561,-73.953547,3958825292
1503,POINT (588408.2527594216 4505162.838834792),,40.6926253,-73.9536461,3958825293
1504,POINT (588389.7252965425 4505159.620629174),,40.6925983,-73.9538658,3958825294
1505,POINT (588437.4253034999 4504960.537649576),,40.6908,-73.9533294,3958833959
1506,POINT (588431.1703967082 4504998.255063761),,40.6911404,-73.9533981,3958833960
1507,POINT (587907.800643504 4505233.190383888),,40.6933125,-73.9595584,3984775444
1508,POINT (587942.9734630156 4505239.424506081),,40.6933649,-73.9591413,3984775445
1509,POINT (587878.3822488852 4505184.858429172),,40.6928803,-73.9599133,3984775451
1510,POINT (587933.5688620512 4505193.705301025),,40.6929541,-73.959259,3984775452
1511,POINT (588051.9798857699 4504999.632431879),,40.6911934,-73.957885,3984776676
1512,POINT (587984.2470957181 4504988.271262054),,40.6910983,-73.9586881,3984776677
1513,POINT (588456.3187722301 4507180.464652034),,40.7107933,-73.9527927,4202609198
1514,POINT (588264.7263716637 4507160.186136067),traffic_signals,40.7106312,-73.9550634,4209420712
1515,POINT (588141.3078411281 4507155.776810494),,40.7106047,-73.9565249,4463110026
1516,POINT (588530.2870694184 4505257.762630677),,40.6934672,-73.9521886,4562139153
1517,POINT (588141.325806568 4507130.796995362),traffic_signals,40.7103797,-73.9565282,4593135559
1518,POINT (588259.1194457301 4507150.016396437),traffic_signals,40.7105402,-73.9551312,4593135560
1519,POINT (588518.7551146348 4507189.336159484),,40.7108665,-73.9520524,4593135567
1520,POINT (588626.9430910146 4506987.75624076),,40.7090392,-73.9508003,4593135573
1521,POINT (588367.2579563599 4508378.846657752),,40.7215969,-73.9536779,4593135579
1522,POINT (589319.2089864956 4507646.762557798),,40.7149002,-73.9425124,4660922244
1523,POINT (589595.7053836072 4506537.002979308),,40.7048744,-73.939398,4660922258
1524,POINT (589610.1539057428 4506540.441510701),,40.7049038,-73.9392265,4660922259
1525,POINT (589607.8282221669 4506510.537176997),,40.7046347,-73.9392583,4660922273
1526,POINT (589619.6302208921 4506515.542497923),,40.7046785,-73.9391179,4660922276
1527,POINT (589599.6322242211 4506507.074221681),,40.7046044,-73.9393558,4660922277
1528,POINT (589589.9451364704 4506526.341855056),,40.704779,-73.9394677,4660922279
1529,POINT (589644.3435326482 4506455.40014807),,40.7041341,-73.938834,4660922280
1530,POINT (589656.766882702 4506441.850009101),,40.7040107,-73.9386889,4660922281
1531,POINT (589677.7599129884 4506433.010891815),,40.7039288,-73.9384417,4660922282
1532,POINT (589686.867242981 4506439.371540186),,40.7039851,-73.938333,4660922284
1533,POINT (589663.812404279 4506446.83124076),,40.7040548,-73.9386048,4660922286
1534,POINT (589650.7274447781 4506448.704872846),,40.7040731,-73.9387594,4660922287
1535,POINT (589512.9405209213 4506124.975638442),crossing,40.7011722,-73.9404364,4660922288
1536,POINT (589519.7571457031 4506116.042808929),crossing,40.701091,-73.940357,4660923489
1537,POINT (589582.3587309548 4506147.595873701),,40.7013684,-73.9396116,4660923490
1538,POINT (589586.5917180748 4506136.411463217),crossing,40.7012672,-73.9395631,4660923491
1539,POINT (589603.5511966763 4506154.490865621),,40.7014282,-73.9393598,4660923492
1540,POINT (589606.8609392381 4506142.795716853),crossing,40.7013225,-73.9393223,4660923493
1541,POINT (589677.202752861 4506178.450980487),,40.701636,-73.9384847,4660923494
1542,POINT (589681.7544881355 4506166.770868936),crossing,40.7015303,-73.9384325,4660923495
1543,POINT (589694.5881295947 4506161.963238155),crossing,40.7014856,-73.9382813,4660923497
1544,POINT (589699.2320300086 4506172.72196402),crossing,40.701582,-73.9382248,4660923499
1545,POINT (589695.028657826 4506184.23974157),,40.7016862,-73.9382729,4660923500
1546,POINT (589743.5926998793 4506354.991573713),,40.7032189,-73.9376737,4660923506
1547,POINT (589738.9401308602 4506366.626021927),,40.7033242,-73.9377271,4660923507
1548,POINT (589490.4782652932 4506352.301403754),,40.7032222,-73.9406698,4660923510
1549,POINT (589894.9065526822 4505917.871657472),,40.6992652,-73.9359455,4660923514
1550,POINT (589919.432253575 4505929.348745124),,40.6993659,-73.9356536,4660923515
1551,POINT (589664.5977917401 4505857.98683759),,40.6987509,-73.9386797,4660923516
1552,POINT (588266.2527535305 4507542.432346011),,40.714074,-73.9549915,4686822856
1553,POINT (588306.0655235406 4507508.511388613),,40.7137642,-73.954525,4686822860
1554,POINT (590479.2919856776 4506243.497863432),,40.7021342,-73.9289825,4702458474
1555,POINT (590467.4692772256 4506227.721674274),,40.7019934,-73.9291247,4702458475
1556,POINT (590485.646510192 4506214.34293525),,40.7018709,-73.9289115,4702458476
1557,POINT (590439.2312452084 4506229.120574546),,40.7020091,-73.9294587,4702458478
1558,POINT (590493.1643355532 4506195.116565855),,40.7016969,-73.9288253,4702458480
